id,titel,beruf,arbeitgeber,eintrittsdatum,aktuelleVeroeffentlichungsdatum,ort,region,plz,land
10000-1204702256-S,Fibutroniker (m/w/d) für DATA-TAX,Steuerfachangestellte/r,DATA-TAX Steuerberatungsgesellschaft mbH,2026-01-29,2025-12-02,"Neuenhaus, Dinkel",Niedersachsen,49828,Deutschland
10000-1204702228-S,Fibutroniker (m/w/d) für DATA-TAX,Steuerfachangestellte/r,DATA-TAX Steuerberatungsgesellschaft mbH,2026-01-29,2025-12-02,Meppen,Niedersachsen,49716,Deutschland
10000-1204703580-S,Steuerfachangestellter (m/w/d) für DATA-TAX,Steuerfachangestellte/r,DATA-TAX Steuerberatungsgesellschaft mbH,2026-01-29,2025-12-02,Meppen,Niedersachsen,49716,Deutschland
13319-867665/1_604153LS-S,Data Engineer Process Mining (m/w/d),Data Scientist,Hays Professional Solutions GmbH,2026-03-26,2026-03-26,Düsseldorf,Nordrhein-Westfalen,Unbekannt,Deutschland
16147-935822563-S,Data Engineer Business Intelligence (w/m/d),Data Engineer,Deutsche Glasfaser Holding GmbH,2026-05-01,2026-03-27,Düsseldorf,Nordrhein-Westfalen,40468,Deutschland
10001-1002507126-S,Senior Data Platform Engineer,Data-Warehouse-Analyst/in,CompuSafe Data Systems AG,2026-03-04,2026-01-29,Unterföhring,Bayern,85774,Deutschland
10001-1002406085-S,Business Data Analyst (m/w/d),Business-Analyst/in,Takuta GmbH,2026-02-05,2026-01-13,"Essen, Ruhr",Nordrhein-Westfalen,45128,Deutschland
10001-1002745128-S,Consultant Data Engineering (m/w/d),Data Engineer,alphaQuest GmbH,2026-04-01,2026-03-11,"Ulm, Donau",Baden-Württemberg,89077,Deutschland
10000-1196750349-S,(Senior) Data Engineer w/m/d,Data Engineer,Computacenter AG & Co. oHG,2026-03-20,2025-01-31,Berlin,Berlin,Unbekannt,Deutschland
16785-k58609.10026-S,Terminplaner Data Center (m/w/d),Ingenieur/in - Bau,simplecon GmbH,2026-04-02,2026-04-01,Frankfurt am Main,Hessen,60437,Deutschland
12908-061130151-S,Data Manager (m/w/d),Datenbankadministrator/in,Franziskuswerk Schönbrunn gGmbH,2026-03-09,2026-03-09,"Röhrmoos, Kreis Dachau",Bayern,85244,Deutschland
14225-26c4967d2ed93590-S,Data Analyst (m/w/d),Informatiker/in,KIND GmbH & Co. KG,2026-04-02,2026-03-20,Burgwedel,Niedersachsen,30938,Deutschland
10000-1203060387-S,Fibutroniker (m/w/d) für DATA-TAX,Steuerfachangestellte/r,DATA-TAX Steuerberatungsgesellschaft mbH,2026-01-29,2025-07-09,Lingen (Ems),Niedersachsen,Unbekannt,Deutschland
10000-1203060745-S,Steuerfachangestellter (m/w/d) für DATA-TAX,Steuerfachangestellte/r,DATA-TAX Steuerberatungsgesellschaft mbH,2026-01-29,2025-07-09,"Neuenhaus, Dinkel",Niedersachsen,49828,Deutschland
14820-0062890279-S,Data Manager (m/w/d),Wirtschaftsinformatiker/in (Hochschule),adp Merkur GmbH,2026-02-18,2026-02-17,"Lübbecke, Westfalen",Nordrhein-Westfalen,32312,Deutschland
10000-1205768668-S,Data Scientist (m/w/d) - Stadtwerke,Data Scientist,Stadtwerke Karlsruhe GmbH,2026-03-24,2026-03-09,"Karlsruhe, Baden",Baden-Württemberg,76185,Deutschland
13755-44077588-41-S,Data Analytics Engineer / Analystin (a*),Data Engineer,Hamburger Energienetze GmbH,2026-04-02,2026-04-02,Hamburg,Hamburg,22177,Deutschland
12265-495682_JB5104767-S,Senior Data Engineer - Data Lakehouse (m/w/d),Data Engineer,FERCHAU GmbH Niederlassung Hamburg-City,2026-04-01,2026-03-24,Hamburg,Hamburg,20097,Deutschland
10000-1204689487-S,Controller / Data Anlayst (m/w/d),Controller/in,Krebs & Riedel Schleifscheibenfabrik GmbH & Co.KG,2026-03-17,2025-12-02,Bad Karlshafen,Hessen,34385,Deutschland
10000-1205360499-S,Data Analyst (m/w/d),Informatiker/in,EPLAN GmbH & Co. KG,2026-02-03,2026-02-03,Monheim am Rhein,Nordrhein-Westfalen,40789,Deutschland
10001-1002245651-S,Data & AI Engineer,Data Engineer,COCUS AG,2026-02-12,2025-12-03,Düsseldorf,Nordrhein-Westfalen,40549,Deutschland
14225-e0680997570f8c62-S,Data Scientist (m/w/d),Informatiker/in,IU Internationale Hochschule,2026-04-01,2026-03-16,Köln,Nordrhein-Westfalen,50672,Deutschland
19913-2789061774908001-S,NTT DATA Deutschland SE: Senior Data Architect (w/m/x),Data Engineer,NTT DATA Deutschland SE,2026-03-31,2026-03-31,Ettlingen,Baden-Württemberg,76275,Deutschland
10001-1002827650-S,Market Data Specialist (m/f/d),Data-Analyst/in,Infront Financial Technology GmbH,2026-03-25,2026-03-25,Frankfurt am Main,Hessen,60327,Deutschland
12634-BB-639510-7878-9461-S,PMO Data Analyst Pharma (gn),Data Scientist,Akkodis Germany Tech Experts GmbH,2026-04-01,2026-04-01,Frankfurt am Main,Hessen,65929,Deutschland
14092-300107-S,Data Center Technician (m/w/d),Elektroniker/in - Betriebstechnik,Green Mountain KMW Data Center GmbH,2026-03-05,2026-03-05,Mainz am Rhein,Rheinland-Pfalz,55120,Deutschland
13319-868468/1_604652LS-S,PMO Data Analyst (m/w/d),Business-Analyst/in,Hays Professional Solutions GmbH Standort Frankfurt,2026-03-31,2026-03-31,Frankfurt am Main,Hessen,Unbekannt,Deutschland
10000-1203399858-S,Data Governance-Manager (w/m/d),Data Engineer,WEPTECH elektronik GmbH,2026-03-23,2025-08-11,Landau in der Pfalz,Rheinland-Pfalz,76829,Deutschland
10000-1205269286-S,Data & Analytics Consultant,Data-Analyst/in,Holtkamp Consulting GmbH,2026-02-27,2026-01-27,Nordhorn,Niedersachsen,48529,Deutschland
12287-JOB-671850-S,KI Data Scientist (m/w/d),Data Scientist,DATASEC information factory GmbH,2026-03-27,2025-11-21,Siegen,Nordrhein-Westfalen,57072,Deutschland
18279-1313-4217-34821-S,Data Analyst Warensteuerung (m/w/d),Data-Analyst/in,Netto Marken-Discount Stiftung & Co. KG,2026-04-01,2025-10-06,Maxhütte-Haidhof,Bayern,93142,Deutschland
12117-28811789-YF-S,Controller / Data Analyst (m/w/d),Controller/in,CHEFS CULINAR Süd GmbH & Co. KG,2026-04-01,2026-04-01,Pilsach,Bayern,92367,Deutschland
14244-BB-439968-7878-2218-S,Werkstudent Data Analytics und Statistiken (m/w/d),Data Scientist,ARAG Krankenversicherungs-AG,2026-03-20,2026-03-20,München,Bayern,81829,Deutschland
15220-2026-14183-S,#14183 Data Supply Expert (m/w/d),Data Engineer,Constaff GmbH,2026-03-20,2026-03-20,"Ulm, Donau",Baden-Württemberg,Unbekannt,Deutschland
10001-1002778215-S,Data Scientist*in (m/w/d) Water Science,Data Scientist,Emschergenossenschaft,2026-03-17,2026-03-20,"Essen, Ruhr",Nordrhein-Westfalen,45128,Deutschland
12514-202601med1sas01-S,Data Engineer (m/w/d),Softwareentwickler/in,MEDIQON GmbH,2026-03-23,2026-01-22,Hannover,Niedersachsen,30159,Deutschland
10000-1205609122-S,Data Analyst / Data Engineer (m/w/d),Data Engineer,S-Markt & Mehrwert GmbH & Co. KG,2026-04-01,2026-02-24,Halle (Saale),Sachsen-Anhalt,06112,Deutschland
10001-1002774853-S,Data Analyst im Online-Shop (m/w/d),Data-Analyst/in,Pinguin Druck GmbH,2026-04-15,2026-03-17,Berlin,Berlin,10405,Deutschland
10001-1002843162-S,Data Analyst Online Marketing (m/w/d),Data-Analyst/in,Rödl GmbH RAG StBG,2026-03-30,2026-03-27,"Nürnberg, Mittelfranken",Bayern,90491,Deutschland
10001-1002854058-S,PMO Data Analyst (gn),Projektleiter/in,BS Wutow GmbH,2026-03-31,2026-03-31,Frankfurt am Main,Hessen,65929,Deutschland
13185-505729-1760595-0-S,Data Analyst (all gender),Data-Analyst/in,ALTEN Consulting Services GmbH Bremen,2026-04-20,2026-03-18,Unbekannt,Unbekannt,Unbekannt,Deutschland
12908-061004333-S,Data Consultant (m/w/d),IT-Berater/in,rosenbaum nagy unternehmensberatung GmbH,2026-03-03,2026-03-03,Köln,Nordrhein-Westfalen,50825,Deutschland
13185-505731-1760630-0-S,Data Analyst (all gender),Data-Analyst/in,ALTEN Consulting Services GmbH,2026-05-11,2026-03-18,Weeze,Nordrhein-Westfalen,47652,Deutschland
10001-1002473793-S,Master Data Manager:in (w/m/d),Supply-Chain-Manager/in,Kalorimeta GmbH,2026-02-24,2026-01-23,Hamburg,Hamburg,20097,Deutschland
12728-243357-1-S,Data Analyst - Data Quality und Reporting Enablement (w/d/m),Data-Analyst/in,Avacon AG,2026-04-01,2026-04-01,Lüneburg,Niedersachsen,21335,Deutschland
10000-1183192003-S,Big Data Analytics,Data-Analyst/in,alfatraining Bildungszentrum GmbH,2026-04-13,2025-02-11,"Kassel, Hessen",Hessen,34117,Deutschland
10000-1183192054-S,Big Data Analytics,Data-Analyst/in,alfatraining Bildungszentrum GmbH,2026-04-13,2025-02-11,Hannover,Niedersachsen,30173,Deutschland
10001-1002106290-S,(Senior) Data Scientist (m/w/d),Data Scientist,Josef WITT GmbH,2026-03-23,2025-11-06,Weiden in der Oberpfalz,Bayern,92637,Deutschland
12362-PR-278803_602562LS-S,Data & Power Platform Specialist (w/m/d),Data Scientist,Brunel GmbH NL Bielefeld,2026-03-30,2026-03-16,Gütersloh,Nordrhein-Westfalen,33330,Deutschland
11112-46430-1763915-0-S,Data Engineer (m/w/d) - Dateningenieur,Softwareentwickler/in,Ratbacher GmbH,2026-04-01,2026-03-31,Köln,Nordrhein-Westfalen,50667,Deutschland
10001-1002867404-S,(Senior) Data Migration Engineer (m/w/d) Schwerpunkt Teamcenter,Data Engineer,Profi Talent Recruitment UG PTR,2026-04-02,2026-04-02,Unbekannt,Unbekannt,Unbekannt,Deutschland
13649-11845822AB-S,Systembetreuer & Data Analyst (m/w/d) (Öffentlicher Dienst /,Data Scientist,Kreisausschuss des Hochtaunuskreises,2026-04-02,2026-04-02,Bad Homburg vor der Höhe,Hessen,61352,Deutschland
10001-1002727880-S,Praxissemester oder Abschlussarbeit - Data Analytics,Data Engineer,TECHTORY Automation GmbH,2026-03-09,2026-03-09,Appenweier,Baden-Württemberg,77767,Deutschland
12265-446077_JB5108154-S,(Junior) Data Architekt (m/w/d),Architekt/in,FERCHAU GmbH Niederlassung Karlsruhe City,2026-04-01,2026-03-27,"Karlsruhe, Baden",Baden-Württemberg,76135,Deutschland
16147-935822780-S,Data Engineer Business Intelligence (w/m/d),Data Engineer,Deutsche Glasfaser Holding GmbH,2026-05-01,2026-03-27,"Borken, Westfalen",Nordrhein-Westfalen,46325,Deutschland
12846-1551128-1-S,Trainee im Bereich Data Scientist,Data Scientist,Commerzbank AG,2026-07-01,2026-03-16,Frankfurt am Main,Hessen,60311,Deutschland
13035-1240025336771927-SO-S,Data Engineer (m/w/d) Datenmanagement,Data Engineer,S Rating und Risikosysteme GmbH,2026-03-16,2026-03-11,Berlin,Berlin,10178,Deutschland
13035-124002533647486e-SO-S,Data Scientist (m/w/d) Vertriebsdaten,Data Scientist,S Rating und Risikosysteme GmbH,2026-03-16,2026-03-11,Berlin,Berlin,10178,Deutschland
12465-1556645-1-S,Data Analyst (w/m/d) Produktionssysteme,Wirtschaftsinformatiker/in (Hochschule),Siemens AG,2026-03-31,2026-03-30,Frankfurt am Main,Hessen,60306,Deutschland
13319-865475/1_601590LS-S,Data Engineer Cloud Data Solutions (m/w/d),Data Scientist,Hays Professional Solutions GmbH,2026-03-24,2026-03-11,Salzgitter,Niedersachsen,Unbekannt,Deutschland
12781-16182648-KAL-S,Data Warehouse Administrator (m/w/d),Data-Warehouse-Analyst/in,ivv GmbH,2026-03-23,2026-03-23,Hannover,Niedersachsen,30159,Deutschland
10000-1205348920-S,Backend / Data Engineer (m/w/d),Data Scientist,thinkers GmbH,2026-03-26,2026-02-03,Leipzig,Sachsen,04179,Deutschland
10000-1201991497-S,Data Engineer (m/w/d),Informatiker/in,Diehl Defence GmbH & Co. KG,2026-03-13,2025-03-24,Nonnweiler,Saarland,66620,Deutschland
14087-M7DUM56GAGJ6NJ2O-S,Data Scientist* - Roche Penzberg,Data Scientist,Franz & Wach Personalservice GmbH ,2026-04-24,2026-03-24,Penzberg,Bayern,82377,Deutschland
10001-1002726156-S,Web-Tracking & Data Specialist (m/w/d),Data-Analyst/in,WIRmachenDRUCK GmbH,2026-03-09,2026-03-09,Backnang,Baden-Württemberg,71522,Deutschland
19913-2913701774908001-S,NTT DATA Deutschland SE: Senior Data Strategy Consultant (w/m/x),Business-Intelligence-Consultant,NTT DATA Deutschland SE,2026-03-31,2026-03-31,Ettlingen,Baden-Württemberg,76275,Deutschland
20131-936555593-S,Data Engineer Datawarehouse (all genders),Data Engineer,CEWE Stiftung & Co.KGaA,2026-04-01,2026-03-30,Oldenburg (Oldb),Niedersachsen,26133,Deutschland
10000-1204702118-S,Steuerfachwirt (m/w/d) für DATA-TAX,Fachwirt/in - Steuer,DATA-TAX Steuerberatungsgesellschaft mbH,2026-01-29,2025-12-02,"Aschendorf, Stadt Papenburg",Niedersachsen,26871,Deutschland
10000-1204702073-S,Steuerfachwirt (m/w/d) für DATA-TAX,Fachwirt/in - Steuer,DATA-TAX Steuerberatungsgesellschaft mbH,2026-01-29,2025-12-02,"Neuenhaus, Dinkel",Niedersachsen,49828,Deutschland
12908-061506036-S,Leiter Marketing (m/w/d),Leiter/in - Marketing,Dr. Maier + Partner GmbH Executive Search,2026-04-01,2026-04-01,Rostock,Mecklenburg-Vorpommern,18055,Deutschland
12951-009c356f-1f50-4316--S,Leitung Marketing (m/w/d),Leiter/in - Marketing,Dr. C. Soldan GmbH,2026-03-31,2026-03-31,"Adelsdorf, Mittelfranken",Bayern,91325,Deutschland
12951-77eda57e-6166-4bd6--S,Marketing Allrounder (m/w/d),Leiter/in - Marketing,Bäckerei Wilhelm Geiping GmbH & Co. KG,2026-03-31,2026-03-31,Lüdinghausen,Nordrhein-Westfalen,59348,Deutschland
11973-c-342671-S,Marketing (m/w/d),Fachkaufmann/-frau - Marketing,Autohaus Käsmann GmbH,2026-03-30,2026-02-09,"Mosbach, Baden",Baden-Württemberg,74821,Deutschland
16818-100829429-S,Marketing-Praktikum (m/w/d),Fachkraft - Marketing/Verkauf/Vertrieb,Nestle,2026-05-02,2026-04-02,Frankfurt am Main,Hessen,60310,Deutschland
16818-100708049-S,Marketing-Werkstudent (m/w/d),Fachkraft - Marketing/Verkauf/Vertrieb,Secunet Security Networks AG,2026-05-02,2026-04-02,"Essen, Ruhr",Nordrhein-Westfalen,45138,Deutschland
13635-a8d14b25_JB5111387-S,Marketing Manager (m/w/d),Betriebswirt/in (Hochschule) - Marketing,CKM Group,2026-03-31,2026-03-31,Berlin,Berlin,10997,Deutschland
13635-46722f01_JB5110422-S,Werkstudent:in Marketing (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Klinik Jesuitenschlößl Betriebs GmbH,2026-03-31,2026-03-31,Passau,Bayern,94032,Deutschland
12384-937013218-S,Marketing-Assistenz (m/w/d),Fachkraft - Marketing/Verkauf/Vertrieb,Actief Personalmanagement GmbH Berlin,2026-04-01,2026-04-01,Biberach an der Riß,Baden-Württemberg,Unbekannt,Deutschland
14332-00002f2971d001-S,Referent Marketing (m/w/d),Content-Marketing-Manager/in,Remondis Maint.&Serv. GmbH&Co KG,2026-04-01,2026-03-30,Köln,Nordrhein-Westfalen,50735,Deutschland
10000-1205679138-S,Head of Marketing (m/w/d),Leiter/in - Marketing,Weingarten GmbH & Co. KG,2026-06-01,2026-03-20,Köln,Nordrhein-Westfalen,50672,Deutschland
10001-1002832919-S,Marketing Manager (m/w/d),Fachkaufmann/-frau - Marketing,LUNISA trust & match  GmbH,2026-03-26,2026-03-26,Würzburg,Bayern,Unbekannt,Deutschland
14927-1kfemwjg4w7-S,Pflichtpraktikant im Marketing (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Eberspächer Gruppe GmbH & Co. KG,2026-03-29,2026-03-29,Renningen,Baden-Württemberg,71272,Deutschland
14385-455-2544678-26-S,Marketing Manager (m/w/d) ,Content-Marketing-Manager/in,ARWA Personaldienstleistungen GmbH,2026-04-15,2026-03-27,Suhl,Thüringen,98527,Deutschland
12206-13709656-S,Marketing- und Eventmanager (w/m/d),Veranstaltungskaufmann/-frau,PS Direkt GmbH   Co. KG,2026-03-30,2026-03-30,"Düren, Rheinland",Nordrhein-Westfalen,52349,Deutschland
13348-1551422-1-S,Internship Marketing,Betriebswirt/in (Hochschule) - Marketing,Deutsche Lufthansa AG,2026-03-21,2026-03-20,Frankfurt am Main,Hessen,60549,Deutschland
13635-a2b9134c_JB5098830-S,Werkstudent Marketing (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Seda Germany GmbH,2026-04-01,2026-03-19,Neuhaus an der Pegnitz,Bayern,91284,Deutschland
12704-S9K69CZUUJJX13WL-S,Kaufmann (m/w/d) Marketing,Betriebswirt/in (Hochschule) - Marketing,Synergie Personal Solutions GmbH,2026-04-02,2026-04-02,Bremen,Bremen,28195,Deutschland
10000-1205890436-S,Marketing Manager (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Gerlinger GmbH & Co. KG Klebeband- und Dichtstoffwerke,2026-03-19,2026-03-19,Nördlingen,Bayern,86720,Deutschland
13635-401e17d7_JB5101017-S,Head of Marketing (m/w/d),Leiter/in - Marketing,HomeServe Gruppe Deutschland,2026-03-23,2026-03-20,Frankfurt am Main,Hessen,60313,Deutschland
12265-495766_JB5108428-S,Werkstudent (m/w/d) Marketing,Betriebswirt/in (Hochschule) - Marketing,FERCHAU Management GmbH,2026-04-01,2026-03-27,Gummersbach,Nordrhein-Westfalen,51645,Deutschland
12265-450523_JB5094523-S,Marketing Manager (m/w/d),Betriebswirt/in (Hochschule) - Marketing,FERCHAU GmbH Niederlassung Erfurt,2026-04-01,2026-03-13,Saalfeld/Saale,Thüringen,07318,Deutschland
13319-865818/1_602174LS-S,Marketing und Kommunikationsmanager  (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Hays Professional Solutions GmbH Standort Karlsruhe,2026-04-01,2026-03-13,"Karlsruhe, Baden",Baden-Württemberg,Unbekannt,Deutschland
13635-8c75fadb_JB5104490-S,Marketing Allrounder (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Elsässer Filtertechnik GmbH,2026-03-24,2026-03-24,Nufringen,Baden-Württemberg,71154,Deutschland
12633-af151577_JB5074195-S,Teamlead Marketing (m/w/d),Leiter/in - Marketing,DIS AG,2026-04-01,2026-02-20,Büdelsdorf,Schleswig-Holstein,24782,Deutschland
12287-JOB-826164-S,Marketing-Manager (m/w/d),Fachkaufmann/-frau - Marketing,Wickeder Westfalenstahl GmbH,2026-03-27,2026-03-23,Wickede (Ruhr),Nordrhein-Westfalen,58739,Deutschland
20173-0063445549-S,Marketing Manager (m/w/d),Fachkaufmann/-frau - Marketing,Stürmer Maschinen GmbH,2026-03-19,2026-03-11,Hallstadt,Bayern,96103,Deutschland
15086-44028287-311-S,Marketing Manager (m/w/d),Fachkaufmann/-frau - Marketing,Bechtle AG,2026-03-13,2026-03-13,Neckarsulm,Baden-Württemberg,74172,Deutschland
12465-1557951-1-S,SH_Werkstudent*in (w/m/d) im Strategic Marketing,Betriebswirt/in (Hochschule) - Marketing,Siemens AG,2026-04-02,2026-04-01,Erlangen,Bayern,91052,Deutschland
13643-1L_602935-S,Marketing Manager - Nahrungsergänzungsmittel (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Michael Page GmbH,2026-04-02,2026-04-02,München,Bayern,Unbekannt,Deutschland
12513-0007634700-S,Marketing Manager (gn),Betriebswirt/in (Hochschule) - Marketing,Elettronica GmbH,2026-04-02,2026-04-02,"Meckenheim, Rheinland",Nordrhein-Westfalen,53340,Deutschland
16818-100705453-S,Gestalter*in für visuelles Marketing,Gestalter/in - visuelles Marketing,Hofmeister,2026-09-01,2026-04-02,Bietigheim-Bissingen,Baden-Württemberg,74321,Deutschland
16818-100705452-S,Gestalter*in für visuelles Marketing,Gestalter/in - visuelles Marketing,Hofmeister,2026-09-01,2026-04-02,Sindelfingen,Baden-Württemberg,71065,Deutschland
10001-1002553468-S,Abteilungsleiter Marketing (m/w/d),Leiter/in - Marketing,DOMCURA AG,2026-02-05,2026-02-05,Kiel,Schleswig-Holstein,24113,Deutschland
18896-8546939-S,Marketing Manager (m/w/d),Musikmanager/in,Magnetfabrik Bonn GmbH,2026-04-01,2026-04-01,Bonn,Nordrhein-Westfalen,53119,Deutschland
10001-1002856572-S,Marketing Manager (m/w/d),Kaufmann/-frau - Marketingkommunikation,Windmüller Technik GmbH,2026-04-01,2026-03-31,Schwäbisch Hall,Baden-Württemberg,74523,Deutschland
12908-061091418-S,Leitung Marketing (m/w/d),Leiter/in - Marketing,UNIORG Gruppe,2026-03-09,2026-03-09,Dortmund,Nordrhein-Westfalen,44269,Deutschland
13348-1542543-1-S,Internship Marketing,Betriebswirt/in (Hochschule) - Marketing,Deutsche Lufthansa AG,2026-02-25,2026-02-24,"Freising, Oberbayern",Bayern,85356,Deutschland
12384-927927013-S,Marketing Manager (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Actief Personalmanagement GmbH Berlin,2026-02-23,2026-02-23,Unbekannt,Unbekannt,Unbekannt,Deutschland
12908-061069265-S,Marketing-Analyst (m/w/d),Leiter/in - Marketing,trendtours Touristik GmbH,2026-03-25,2026-03-05,"Eschborn, Taunus",Hessen,65760,Deutschland
16818-100829203-S,Marketing-Praktikum (m/w/d),Fachkraft - Marketing/Verkauf/Vertrieb,Nestle,2026-04-25,2026-03-25,Frankfurt am Main,Hessen,60310,Deutschland
16818-100795429-S,Praktikum im Marketing (m/w/d),Fachkraft - Marketing/Verkauf/Vertrieb,HUK - COBURG,2026-04-25,2026-03-25,Coburg,Bayern,96450,Deutschland
16818-100706665-S,Marketing Werkstudent*in (m/w/d),Fachkraft - Marketing/Verkauf/Vertrieb,Transporeon GmbH - A Trimble Company,2026-04-25,2026-03-25,Raunheim,Hessen,65479,Deutschland
10000-1205181310-S,Student/In (m/w/d) Marketing,Betriebswirt/in (Hochschule) - Marketing,MONA AI GmbH,2026-01-20,2026-02-20,Saarbrücken,Saarland,66123,Deutschland
10000-1206024890-S,Leitung Marketing / Kommunikation (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Theater Altenburg Gera gGmbH,2027-01-01,2026-03-31,Gera,Thüringen,07548,Deutschland
15939-BB-632789-7878-7612-S,Werkstudent Marketing (m/w/d),Fachkaufmann/-frau - Marketing,Rheinmetall AG,2026-02-18,2026-02-18,Bremen,Bremen,28309,Deutschland
12384-925990153-S,Marketing Manager (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Actief Personalmanagement GmbH Berlin,2026-02-16,2026-02-16,Unbekannt,Unbekannt,Unbekannt,Deutschland
10001-1002854777-S,Marketing Manager*in (m/w/d) Erwachsenenbildung,Betriebswirt/in (Hochschule) - Marketing,Cornelsen Verlag GmbH,2026-03-31,2026-03-31,Berlin,Berlin,14197,Deutschland
13635-cf2c60d0_JB5098113-S,Marketing Manager (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Eberhardt Service Group GmbH,2026-03-18,2026-03-18,Berlin,Berlin,10707,Deutschland
10001-1002837118-S,Werkstudent (m/w/d) Marketing,Betriebswirt/in (Fachschule) - Absatz/Marketing/Bachelor Professional in Wirtschaft,LMT Tools Global Operations GmbH & Co. KG,2026-03-27,2026-03-27,Schwarzenbek,Schleswig-Holstein,21493,Deutschland
10001-1002630596-S,Marketing w/m/d,Marketingfachkraft/-assistent/in,SYSolution GmbH,2026-03-23,2026-02-19,Furth im Wald,Bayern,93437,Deutschland
12265-467974_JB5100403-S,Marketing Specialist (m/w/d),Wirtschaftsingenieur/in,FERCHAU GmbH Niederlassung Nürnberg City,2026-04-01,2026-03-20,Röthenbach an der Pegnitz,Bayern,90552,Deutschland
11973-c-047961-S,Mitarbeiter (m/w/d) Marketing,Fachkaufmann/-frau - Marketing,Riller & Schnauck GmbH,2026-03-30,2026-03-17,Berlin,Berlin,12203,Deutschland
